1,1,1
2,2,1
3,3,2
3,3,3
3,3,4
3,3,5
3,3,6
4,4,7
4,4,8
4,4,9
4,4,5
4,4,6
4,4,10
5,5,1
5,5,11
6,6,12
6,6,2
6,6,13
6,6,7
6,6,14
6,6,15
6,6,16
6,6,17
6,6,18
6,6,19
6,6,20
6,6,21
6,6,1
6,6,8
6,6,9
6,6,22
6,6,4
6,6,5
6,6,23
6,6,24
6,6,6
6,6,25
6,6,26
6,6,11
6,6,27
6,6,28
6,6,10
6,6,29
6,6,30
7,7,31
8,8,32
9,9,2
9,9,33
9,9,4
10,10,34
11,11,32
11,11,35
12,12,34
12,12,36
12,12,37
13,13,1
13,13,38
14,14,1
15,15,16
15,15,1
15,15,26
16,16,28
17,17,32
18,18,39
19,19,32
20,20,32
21,21,24
22,22,12
22,22,15
22,22,22
22,22,23
22,22,29
23,23,33
23,23,19
23,23,4
24,24,6
25,25,6
26,26,6
27,27,32
28,28,32
28,28,35
29,29,37
30,30,25
30,30,10
31,31,19
31,31,1
31,31,40
32,32,21
32,32,5
32,32,23
32,32,25
32,32,10
33,33,41
33,33,42
34,34,32
35,35,32
36,36,32
37,37,1
38,38,43
39,39,37
40,40,35
41,41,44
41,41,45
42,42,7
42,42,5
42,42,10
43,43,46
44,44,6
45,45,32
46,46,24
47,47,32
47,47,35
48,48,43
49,49,33
49,49,19
50,50,47
50,50,32
51,51,48
51,51,19
52,52,6
52,52,28
53,53,32
54,54,1
55,55,37
56,56,33
56,56,19
56,56,49
57,57,32
58,58,50
58,58,6
59,59,32
60,60,6
61,61,12
61,61,15
61,61,20
61,61,22
61,61,29
62,62,42
62,62,51
62,62,52
63,63,19
64,64,41
64,64,6
65,65,32
66,66,35
67,67,43
68,68,6
69,69,53
70,70,6
71,71,6
72,72,43
73,73,32
74,74,6
75,75,6
76,76,6
77,77,32
78,78,31
79,79,54
80,80,19
81,81,1
82,82,36
83,83,53
84,84,2
84,84,33
84,84,19
84,84,49
85,85,35
86,86,54
87,87,50
88,88,4
89,89,35
90,90,55
90,90,56
91,91,6
92,92,57
92,92,31
92,92,58
92,92,22
92,92,6
92,92,59
92,92,28
93,93,6
94,94,32
95,95,32
96,96,32
96,96,35
97,97,31
98,98,10
99,99,60
99,99,50
99,99,20
99,99,6
99,99,28
99,99,10
100,100,61
101,101,54
102,102,54
102,102,62
102,102,63
103,103,32
104,104,64
105,105,19
106,106,48
106,106,19
107,107,54
108,108,32
109,109,32
110,110,32
111,111,54
111,111,63
111,111,6
112,112,65
113,113,60
113,113,42
113,113,57
113,113,59
113,113,28
114,114,32
115,115,51
116,116,51
117,117,6
118,118,19
118,118,1
119,119,19
120,120,64
121,121,32
122,122,32
123,123,42
124,124,32
125,125,6
126,126,57
126,126,66
126,126,59
127,127,67
128,128,68
128,128,54
128,128,32
129,129,32
130,130,69
130,130,10
131,131,32
132,132,54
132,132,32
133,133,32
134,134,32
135,135,70
136,136,32
137,137,19
137,137,1
138,138,68
139,139,6
140,140,6
141,141,48
141,141,71
142,142,8
142,142,6
143,143,19
144,144,32
145,145,72
146,146,54
146,146,32
146,146,35
147,147,32
148,148,43
149,149,32
150,150,32
151,151,50
151,151,28
152,152,6
153,153,32
154,154,50
154,154,6
154,154,28
155,155,32
156,156,32
157,157,73
158,158,1
159,159,72
160,160,32
161,161,53
162,162,32
163,163,32
164,164,54
164,164,32
165,165,54
166,166,32
167,167,53
168,168,10
169,169,54
170,170,19
170,170,1
170,170,11
171,171,1
172,172,74
173,173,75
173,173,76
174,174,77
175,175,54
176,176,34
177,177,78
177,177,79
178,178,80
179,179,55
180,180,32
181,181,81
181,181,52
182,182,6
183,183,43
184,184,32
185,185,6
186,186,82
187,187,61
188,188,53
189,189,53
190,190,51
191,191,53
192,192,32
193,193,32
194,194,43
195,195,43
196,196,83
197,197,32
198,198,1
199,199,42
200,200,55
201,201,74
202,202,50
203,203,84
203,203,85
204,204,72
205,205,76
206,206,54
206,206,51
206,206,81
206,206,52
207,207,47
207,207,32
208,208,82
209,209,86
210,210,84
211,211,32
211,211,51
212,212,32
213,213,1
214,214,47
215,215,43
216,216,87
217,217,37
218,218,32
219,219,70
220,220,32
221,221,32
222,222,32
223,223,88
224,224,54
225,225,51
226,226,43
227,227,32
228,228,24
229,229,53
230,230,89
231,231,5
232,232,6
233,233,32
234,234,20
235,235,6
236,236,54
236,236,63
237,237,68
237,237,54
237,237,32
238,238,85
239,239,32
240,240,54
241,241,32
242,242,61
243,243,76
244,244,6
245,245,23
246,246,59
246,246,28
247,247,17
247,247,6
248,248,90
249,249,28
250,250,79
251,251,72
252,252,53
253,253,32
254,254,32
255,255,54
256,256,85
257,257,54
258,258,82
259,259,61
260,260,35
261,261,91
261,261,24
262,262,64
263,263,53
264,264,92
265,265,93
266,266,42
267,267,94
267,267,62
